common_name,latin_name,family,habitat,class,group,body_size_g,maximum_longevity_y,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,trophic_level,knowntraits,IUCN_status,IUCN_year_of_assessment,IUCN_threat_habitatloss,IUCN_threat_overexploit,IUCN_threat_invasivesp,IUCN_threat_climatechange,IUCN_nthreats,first_assess,first_status,n_assessment,WOS_1987,WOS_1988,WOS_1989,WOS_1990,WOS_1991,WOS_1992,WOS_1993,WOS_1994,WOS_1995,WOS_1996,WOS_1997,WOS_1998,WOS_1999,WOS_2000,WOS_2001,WOS_2002,WOS_2003,WOS_2004,WOS_2005,WOS_2006,WOS_2007,WOS_2008,WOS_2009,WOS_2010,WOS_2011,WOS_2012,WOS_2013,WOS_2014,WOS_2015,WOS_2016,WOS_2017
Sea trout,Salmo trutta,Salmonidae,Marine,Actinopterygii,Marine fishes,12250,38,1278,1.00E+04,NA,3.8,5,LC,2011,0,0,1,0,2,1996,LR/lc,2,22,22,47,36,146,122,129,143,167,149,171,209,195,221,235,235,268,284,248,322,306,331,279,313,354,323,326,305,329,378,298
Arctic char,Salvelinus alpinus,Salmonidae,Marine,Actinopterygii,Marine fishes,11800,40,NA,NA,NA,4.4,3,LC,2008,NA,NA,NA,NA,NA,1996,LR/lc,2,10,17,18,17,35,42,38,45,48,48,55,75,51,73,69,76,62,65,74,81,73,67,69,84,90,72,73,73,74,87,63
Chukot char,Salvelinus andriashevi,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,1384,NA,NA,NA,NA,3.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boganida char,Salvelinus boganidae,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,4248,NA,NA,NA,NA,3.8,2,LC,2009,1,1,0,0,3,2009,LC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskii's char,Salvelinus czerskii,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,NA,NA,NA,NA,NA,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drjagin's char,Salvelinus drjagini,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,8300,NA,NA,NA,NA,3.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small-mouth char,Salvelinus elgyticus,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,114,NA,NA,NA,NA,3.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brook trout,Salvelinus fontinalis,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,4397,24,NA,NA,NA,3.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,15,30,75,63,61,61,78,80,80,74,51,83,73,89,101,94,96,96,110,116,82,101,85,90,109,86,100,91,92
Yakutian char,Salvelinus jacuticus,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,NA,NA,NA,NA,NA,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolly Varden,Salvelinus malma,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,14400,NA,NA,NA,NA,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,7,5,2,9,7,2,8,5,6,7,6,7,4,8,6,5,4,6,9,10,4,4,7,9,14,12,11
Lake trout,Salvelinus namaycush,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,17985,50,NA,NA,NA,3.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18,24,28,71,75,83,75,121,121,96,105,98,121,109,119,137,138,160,146,137,167,155,164,143,176,172,143,167,180,146
Taymyr Lake char,Salvelinus taimyricus,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,NA,NA,NA,NA,NA,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranetz char,Salvelinus taranetzi,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,NA,NA,NA,NA,NA,3.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
Esei Lake char,Salvelinus tolmachoffi,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,2377,NA,NA,NA,NA,3.7,2,EN,2009,1,1,0,0,4,2009,EN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long-finned char,Salvethymus svetovidovi,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,NA,NA,NA,NA,NA,3.7,1,VU,1996,NA,NA,NA,NA,NA,1996,VU,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inconnu,Stenodus leucichthys,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,22000,22,NA,NA,NA,4.2,3,EW,2008,1,1,1,0,7,2008,EW,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,2,0,0,1,0,1,1,0,0,0,0,1,1,0,3,1,2
Arctic grayling,Thymallus arcticus,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,2103,18,NA,NA,NA,3.3,3,LC,2008,1,0,0,0,2,2008,LC,1,2,0,2,3,2,9,6,5,3,5,7,10,8,5,8,5,7,9,6,3,9,6,7,7,4,6,4,12,5,12,9
East Siberian grayling,Thymallus pallasii,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,3692,NA,NA,NA,NA,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grayling,Thymallus thymallus,Salmonidae,Freshwater,Actinopterygii,Freshwater fishes,6700,14,NA,NA,NA,3.1,3,LC,2011,1,0,0,0,8,1996,LR/lc,3,4,2,4,8,7,13,15,7,14,11,15,17,17,19,16,17,23,23,19,24,19,15,18,21,15,20,19,30,17,22,20
Trout-perch,Percopsis omiscomaycus,Percopsidae,Freshwater,Actinopterygii,Freshwater fishes,62,4,NA,NA,NA,3.4,3,LC,2013,NA,NA,NA,NA,NA,2013,LC,1,0,0,0,0,0,1,1,0,1,1,2,0,2,0,1,1,0,1,1,1,2,1,1,2,1,2,2,2,3,2,1
Atlantic cod,Gadus morhua,Gadidae,Marine,Actinopterygii,Marine fishes,52800,25,790,5.75E+06,NA,4.3,5,VU,1996,NA,NA,NA,NA,NA,1996,VU,1,23,12,30,17,74,87,80,85,111,125,162,186,174,178,167,207,234,238,229,331,337,345,350,382,346,385,371,358,356,360,295
Burbot,Lota lota,Gadidae,Freshwater,Actinopterygii,Freshwater fishes,18700,20,1460,NA,NA,4.1,4,LC,2013,NA,NA,NA,NA,NA,2008,LC,2,1,2,1,3,4,8,6,3,6,10,10,8,12,11,4,12,14,11,7,9,15,16,9,16,26,17,24,14,23,19,16
Brook stickleback,Culaea inconstans,Gasterosteidae,Freshwater,Actinopterygii,Freshwater fishes,15,2,NA,NA,NA,3.3,3,LC,2013,NA,NA,NA,NA,NA,2010,LC,2,0,3,1,0,3,5,4,5,9,7,8,5,2,14,4,11,8,11,7,10,8,8,7,5,6,7,5,2,1,8,3
Threespine stickleback,Gasterosteus aculeatus,Gasterosteidae,Freshwater,Actinopterygii,Freshwater fishes,15,8,365,NA,NA,3.4,4,LC,2015,NA,NA,NA,NA,NA,1996,LR/lc,5,16,12,23,18,44,57,56,49,67,50,57,68,57,81,72,56,75,90,68,84,96,100,107,107,100,142,132,115,131,171,122
Ninespine stickleback,Pungitius pungitius,Gasterosteidae,Freshwater,Actinopterygii,Freshwater fishes,29,5,NA,NA,NA,3.4,3,LC,2013,NA,NA,NA,NA,NA,1996,LR/lc,3,2,2,1,1,1,5,5,2,4,2,5,5,3,3,2,7,10,4,7,4,6,8,13,8,9,17,14,9,15,10,9
Coastrange sculpin,Cottus aleuticus,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,23,8,NA,800,NA,3.4,4,LC,2013,1,0,0,0,11,2013,LC,1,0,0,0,0,0,0,2,0,2,0,0,3,1,0,1,0,2,1,1,1,1,0,1,0,1,1,1,3,1,0,3
Mottled sculpin,Cottus bairdii,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,55,2,NA,NA,NA,3.3,3,LC,2013,NA,NA,NA,NA,NA,2013,LC,1,3,0,1,3,3,6,4,3,10,13,8,11,9,6,14,14,6,12,9,10,11,9,17,13,12,17,15,10,11,18,12
Slimy sculpin,Cottus cognatus,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,41,7,NA,NA,NA,3.4,3,LC,2013,NA,NA,NA,NA,NA,2013,LC,1,0,1,0,2,2,9,2,3,4,3,1,8,6,3,6,5,2,8,9,8,17,11,9,9,7,11,8,11,7,5,4
bullhead,Cottus gobio,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,86,5,NA,NA,NA,3.3,3,LC,2011,NA,NA,NA,NA,NA,1996,LR/lc,2,5,6,4,3,15,16,15,16,17,23,18,21,21,20,19,21,20,21,35,27,22,36,24,30,20,21,25,19,18,32,20
Alpine bullhead,Cottus poecilopus,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,130,8,NA,NA,NA,3,3,LC,2008,NA,NA,NA,NA,NA,1996,LR/lc,2,0,0,0,0,0,2,1,0,0,0,0,0,1,2,2,1,5,4,1,0,0,3,2,2,1,1,0,4,1,4,1
Spoonhead sculpin,Cottus ricei,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,23,NA,NA,NA,NA,3,2,LC,2013,NA,NA,NA,NA,NA,2013,LC,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,1,0
Siberian sculpin,Cottus sibiricus,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,240,NA,NA,NA,NA,3.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1
Deepwater sculpin,Myoxocephalus thompsonii,Cottidae,Freshwater,Actinopterygii,Freshwater fishes,151,NA,NA,NA,NA,3.2,2,LC,2013,1,0,0,0,4,2013,LC,1,0,0,0,0,3,0,0,0,1,1,3,2,2,3,0,2,0,1,4,2,1,3,7,0,5,2,4,4,3,0,3
Ruffe,Gymnocephalus cernua,Percidae,Freshwater,Actinopterygii,Freshwater fishes,400,10,NA,NA,NA,3.3,3,LC,2008,NA,NA,NA,NA,NA,1996,LR/lc,2,0,1,1,2,6,6,4,10,12,16,7,26,5,8,2,7,4,9,8,10,8,12,8,7,8,3,7,9,5,11,13
European perch,Perca fluviatilis,Percidae,Freshwater,Actinopterygii,Freshwater fishes,2613,22,1368,NA,NA,3.7,4,LC,2008,NA,NA,NA,NA,NA,1996,LR/lc,2,9,7,10,14,27,45,31,48,44,69,44,57,39,51,38,51,59,59,49,82,70,81,79,88,78,68,68,75,75,74,67
Pike-perch,Sander lucioperca,Percidae,Freshwater,Actinopterygii,Freshwater fishes,11000,16,1338,NA,NA,4,4,LC,2008,NA,NA,NA,NA,NA,1996,LR/lc,2,0,0,0,1,0,1,3,4,0,5,2,6,2,3,1,4,8,10,17,19,22,22,24,13,18,24,31,17,19,30,29
Walleye,Sander vitreus,Percidae,Freshwater,Actinopterygii,Freshwater fishes,11000,29,NA,NA,NA,4.2,3,LC,2013,1,1,0,0,6,2013,LC,1,15,10,16,19,42,34,40,37,41,87,48,60,50,48,65,80,78,67,85,76,89,77,74,61,92,86,79,71,71,72,63
Greenland shark,Somniosus microcephalus,Somniosidae,Marine,Chondrichthyes,Marine fishes,775000,392,54750,10,NA,4.3,5,NT,2006,0,1,0,0,5,2006,NT,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,4,3,2,2,1,3,1,1,9,1,5,3,1,8
Arctic skate,Amblyraja hyperborea,Rajidae,Marine,Chondrichthyes,Marine fishes,34446,NA,NA,NA,NA,4,2,LC,2016,0,1,0,0,3,2007,LC,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1,0,0
Pacific herring,Clupea pallasii,Clupeidae,Marine,Actinopterygii,Marine fishes,183,19,NA,23500,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,5,8,10,8,11,10,7,10,13,14,23,19,24,21,13,16,20,18,17,25,23,22,24,24,24,21,24,21,26
Capelin,Mallotus villosus,Osmeridae,Marine,Actinopterygii,Marine fishes,52,10,1095,6.00E+04,NA,3.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,3,19,18,13,19,20,20,21,35,22,23,19,54,29,32,26,25,31,31,37,20,18,41,32,26,21,34,17
Glacier lanterfish,Benthosema glaciale,Myctophidae,Marine,Actinopterygii,Marine fishes,92,8,912,1080,NA,3,5,LC,2015,NA,NA,NA,NA,NA,2015,LC,1,0,1,1,0,0,2,0,0,0,2,0,4,1,0,2,0,2,1,0,2,2,1,4,0,1,4,1,4,5,0,0
Arctic telescope,Protomyctophum arcticum,Myctophidae,Marine,Actinopterygii,Marine fishes,23,NA,NA,NA,NA,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
Silver rockling,Gaidropsarus argentatus,Phycidae,Marine,Actinopterygii,Marine fishes,2064,8,NA,NA,NA,3.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Threebeard rockling,Gaidropsarus ensis,Phycidae,Marine,Actinopterygii,Marine fishes,2898,NA,NA,NA,NA,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar cod,Arctogadus glacialis,Gadidae,Marine,Actinopterygii,Marine fishes,1710,13,NA,NA,NA,3.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,4,4,2,8,6,6,5,4,9,6,4,7,6,12,6,5,7,5,12,11,13,10,15,11,15,27,15
Arctic cod,Boreogadus saida,Gadidae,Marine,Actinopterygii,Marine fishes,2898,7,NA,NA,NA,3.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,9,8,4,12,11,12,15,25,18,18,25,23,32,25,26,30,32,26,32,35,40,35,46,43,41,57,30
Saffron cod,Eleginus gracilis,Gadidae,Marine,Actinopterygii,Marine fishes,1300,14,912,NA,NA,3.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,2,1,2,0,2,0,0,5,1
Navaga,Eleginus nawaga,Gadidae,Marine,Actinopterygii,Marine fishes,3280,12,NA,9.00E+04,1,4.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Pacific cod,Gadus macrocephalus,Gadidae,Marine,Actinopterygii,Marine fishes,12485,18,1514,NA,NA,4.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,7,5,6,4,8,4,11,13,13,9,7,14,15,26,20,17,22,33,25,32,26,40,35,30,42,27,41
Atlantic hookear sculpin,Artediellus atlanticus,Cottidae,Marine,Actinopterygii,Marine fishes,240,17,NA,NA,NA,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Hamecon,Artediellus scaber,Cottidae,Marine,Actinopterygii,Marine fishes,55,7,NA,NA,NA,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic hookear sculpin,Artediellus uncinatus,Cottidae,Marine,Actinopterygii,Marine fishes,86,4,NA,NA,NA,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic staghorn sculpin,Gymnocanthus tricuspis,Cottidae,Marine,Actinopterygii,Marine fishes,1396,9,NA,NA,NA,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0
Twohorn sculpin,Icelus bicornis,Cottidae,Marine,Actinopterygii,Marine fishes,269,5,NA,1.00E+03,NA,3.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spatulate sculpin,Icelus spatula,Cottidae,Marine,Actinopterygii,Marine fishes,160,7,NA,NA,NA,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fourhorn sculpin,Triglopsis quadricornis,Cottidae,Marine,Actinopterygii,Marine fishes,260,14,NA,NA,NA,3.7,3,LC,2013,NA,NA,NA,NA,NA,1990,V,6,0,2,0,1,1,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Arctic sculpin,Myoxocephalus scorpioides,Cottidae,Marine,Actinopterygii,Marine fishes,635,NA,NA,NA,NA,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,8,2,1,2,0,3,1,2,1,2,1,3,3,3,2,3,4,1,0,2,2,7,2,3,4,1
Shorthorn sculpin,Myoxocephalus scorpius,Cottidae,Marine,Actinopterygii,Marine fishes,8116,15,NA,NA,NA,3.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,1,3,3,4,2,2,3,4,9,4,4,4,3,4,4,3,3,5,2,1,3,5,2,5,3,2
NA,Porocottus quadrifilis,Cottidae,Marine,Actinopterygii,Marine fishes,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigeye sculpin,Triglops nybelini,Cottidae,Marine,Actinopterygii,Marine fishes,498,NA,NA,NA,NA,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Ribbed sculpin,Triglops pingelii,Cottidae,Marine,Actinopterygii,Marine fishes,498,9,NA,NA,NA,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arctic alligatorfish,Aspidophoroides olrikii,Agonidae,Marine,Actinopterygii,Marine fishes,58,NA,NA,NA,NA,3.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Atlantic poacher,Leptagonus decagonus,Agonidae,Marine,Actinopterygii,Marine fishes,564,NA,NA,NA,NA,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,2,1,1
Veteran poacher,Podothecus veternus,Agonidae,Marine,Actinopterygii,Marine fishes,1171,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar sculpin,Cottunculus microps,Psychrolutidae,Marine,Actinopterygii,Marine fishes,1396,8,NA,200,NA,3.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,2,0,5,2,0,2,2
NA,Psychrolutes subspinosus,Psychrolutidae,Marine,Actinopterygii,Marine fishes,136,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smooth lumpfish,Cyclopteropsis jordani,Cyclopteridae,Marine,Actinopterygii,Marine fishes,24,NA,NA,NA,NA,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arctic lumpsucker,Cyclopteropsis mcalpini,Cyclopteridae,Marine,Actinopterygii,Marine fishes,41,NA,NA,70,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0
Leatherfin lumpsucker,Eumicrotremus derjugini,Cyclopteridae,Marine,Actinopterygii,Marine fishes,86,NA,NA,NA,NA,3.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Atlantic spiny lumpsucker,Eumicrotremus spinosus,Cyclopteridae,Marine,Actinopterygii,Marine fishes,173,3,NA,NA,NA,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Deryugin's tadpole,Careproctus derjugini,Liparidae,Marine,Actinopterygii,Marine fishes,613,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Careproctus dubius,Liparidae,Marine,Actinopterygii,Marine fishes,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kido's snailfish,Careproctus kidoi,Liparidae,Marine,Actinopterygii,Marine fishes,75,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Knipowitsch's tadpole,Careproctus knipowitschi,Liparidae,Marine,Actinopterygii,Marine fishes,409,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Careproctus longipinnis,Liparidae,Marine,Actinopterygii,Marine fishes,1068,NA,NA,NA,NA,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Careproctus macrophthalmus,Liparidae,Marine,Actinopterygii,Marine fishes,107,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
